"user_id","perks"
"599311","Exclusive Discounts"
"555894","Exclusive Discounts"
"494374","Exclusive Discounts"
"524834","Exclusive Discounts"
"530365","Exclusive Discounts"
"566964","Exclusive Discounts"
"564377","Exclusive Discounts"
"626318","Exclusive Discounts"
"496016","Exclusive Discounts"
"569817","Exclusive Discounts"
"468801","Exclusive Discounts"
"522654","Exclusive Discounts"
"531994","Exclusive Discounts"
"674375","Exclusive Discounts"
"563343","Exclusive Discounts"
"516004","Exclusive Discounts"
"638565","Exclusive Discounts"
"625398","Free Hotel Meal"
"589775","Exclusive Discounts"
"511996","Exclusive Discounts"
"565791","Free Hotel Meal"
"565460","Exclusive Discounts"
"634824","Exclusive Discounts"
"511609","Free Hotel Meal"
"555193","Exclusive Discounts"
"522639","Free Hotel Meal"
"521514","Free Hotel Meal"
"540150","Exclusive Discounts"
"616752","Free Hotel Meal"
"596409","Exclusive Discounts"
"613275","Exclusive Discounts"
"443453","Exclusive Discounts"
"435596","Exclusive Discounts"
"625703","Exclusive Discounts"
"509202","10% discount"
"693301","Exclusive Discounts"
"529428","Free Hotel Meal"
"538270","Exclusive Discounts"
"717546","Exclusive Discounts"
"512362","Free Hotel Meal"
"540974","Exclusive Discounts"
"535365","Exclusive Discounts"
"535060","Exclusive Discounts"
"447951","Exclusive Discounts"
"560929","Exclusive Discounts"
"564842","Exclusive Discounts"
"506250","Exclusive Discounts"
"514785","Exclusive Discounts"
"482630","Exclusive Discounts"
"510227","10% discount"
"528826","Exclusive Discounts"
"612685","Exclusive Discounts"
"602793","Exclusive Discounts"
"520745","Free Hotel Meal"
"555275","Exclusive Discounts"
"512443","Exclusive Discounts"
"564854","Exclusive Discounts"
"498154","Exclusive Discounts"
"376159","Exclusive Discounts"
"507036","Exclusive Discounts"
"524650","Exclusive Discounts"
"750982","Exclusive Discounts"
"533550","Exclusive Discounts"
"520188","Exclusive Discounts"
"510960","Exclusive Discounts"
"512552","10% discount"
"530315","Exclusive Discounts"
"623043","10% discount"
"559834","Exclusive Discounts"
"531921","Exclusive Discounts"
"578872","Exclusive Discounts"
"608725","Exclusive Discounts"
"546881","Exclusive Discounts"
"586774","10% discount"
"388947","Exclusive Discounts"
"608039","Free Hotel Meal"
"507773","Exclusive Discounts"
"670471","Exclusive Discounts"
"701565","Exclusive Discounts"
"497678","Exclusive Discounts"
"528661","Exclusive Discounts"
"547911","Exclusive Discounts"
"525168","Exclusive Discounts"
"566061","Exclusive Discounts"
"546065","Free Hotel Meal"
"523846","Exclusive Discounts"
"533093","Exclusive Discounts"
"515901","Exclusive Discounts"
"570224","Free Hotel Meal"
"558019","Exclusive Discounts"
"472614","Exclusive Discounts"
"519541","Exclusive Discounts"
"544694","Exclusive Discounts"
"438596","Free Hotel Meal"
"520411","Exclusive Discounts"
"518711","Exclusive Discounts"
"651269","Exclusive Discounts"
"524909","Exclusive Discounts"
"526372","Free Hotel Meal"
"558018","Exclusive Discounts"
"515330","Exclusive Discounts"
"532742","Exclusive Discounts"
"527393","Exclusive Discounts"
"539855","Exclusive Discounts"
"511923","Exclusive Discounts"
"528248","Exclusive Discounts"
"594238","Exclusive Discounts"
"568004","Free Hotel Meal"
"534895","Exclusive Discounts"
"514071","Exclusive Discounts"
"528690","Exclusive Discounts"
"516273","Exclusive Discounts"
"511440","Exclusive Discounts"
"519205","Exclusive Discounts"
"669348","Free Hotel Meal"
"700028","Exclusive Discounts"
"501125","Free Hotel Meal"
"610793","Exclusive Discounts"
"483982","Free Hotel Meal"
"535553","Free Hotel Meal"
"539519","Free Hotel Meal"
"530833","Exclusive Discounts"
"511554","Exclusive Discounts"
"633314","Exclusive Discounts"
"524278","10% discount"
"228872","Free Hotel Meal"
"511364","Exclusive Discounts"
"528244","Exclusive Discounts"
"509765","Exclusive Discounts"
"525734","Free Hotel Meal"
"531511","Free Hotel Meal"
"651805","10% discount"
"627889","Free Hotel Meal"
"540415","Exclusive Discounts"
"504299","Exclusive Discounts"
"566614","Exclusive Discounts"
"561992","Free Hotel Meal"
"536467","Free Hotel Meal"
"565131","Free Hotel Meal"
"555326","Exclusive Discounts"
"567885","Free Hotel Meal"
"523465","Exclusive Discounts"
"704652","Exclusive Discounts"
"525034","Free Hotel Meal"
"576357","Exclusive Discounts"
"563254","Free Hotel Meal"
"568182","Exclusive Discounts"
"547825","Exclusive Discounts"
"528490","Free Hotel Meal"
"546688","Free Hotel Meal"
"432333","Free Hotel Meal"
"519955","Exclusive Discounts"
"445515","Exclusive Discounts"
"390811","Free Hotel Meal"
"526239","Free Hotel Meal"
"542153","Exclusive Discounts"
"553559","Exclusive Discounts"
"571363","Exclusive Discounts"
"639554","Free Hotel Meal"
"542825","Exclusive Discounts"
"533251","Exclusive Discounts"
"631319","10% discount"
"529237","10% discount"
"596103","10% discount"
"476270","Exclusive Discounts"
"575576","Exclusive Discounts"
"511195","Exclusive Discounts"
"510044","Exclusive Discounts"
"594406","Exclusive Discounts"
"551166","Free Hotel Meal"
"569243","Free Hotel Meal"
"518579","Exclusive Discounts"
"554532","Free Hotel Meal"
"617743","Free Hotel Meal"
"565582","Free Hotel Meal"
"527470","Free Hotel Meal"
"559468","Free Hotel Meal"
"541352","Free Hotel Meal"
"627893","Exclusive Discounts"
"552775","Exclusive Discounts"
"524328","Exclusive Discounts"
"676373","Exclusive Discounts"
"518516","Free Hotel Meal"
"548587","Free Hotel Meal"
"531344","Free Hotel Meal"
"574680","Free Hotel Meal"
"464160","Free Hotel Meal"
"523517","Free Hotel Meal"
"518443","Exclusive Discounts"
"511260","Free Hotel Meal"
"536995","Free Hotel Meal"
"509515","Free Hotel Meal"
"541878","Exclusive Discounts"
"532730","Free Hotel Meal"
"556647","Exclusive Discounts"
"472394","Free Hotel Meal"
"734565","Exclusive Discounts"
"543900","Free Hotel Meal"
"675053","Free Hotel Meal"
"517231","Exclusive Discounts"
"528995","Free Hotel Meal"
"584459","Free Hotel Meal"
"540475","Free Hotel Meal"
"566489","Free Hotel Meal"
"532711","Exclusive Discounts"
"608860","Free Hotel Meal"
"612175","10% discount"
"550200","Free Hotel Meal"
"529231","Exclusive Discounts"
"509603","Exclusive Discounts"
"527019","No Cancellation Fees"
"594123","No Cancellation Fees"
"516528","Free Hotel Meal"
"555521","Free Hotel Meal"
"542334","Exclusive Discounts"
"509454","Free Hotel Meal"
"591381","No Cancellation Fees"
"739518","Exclusive Discounts"
"514133","Free Hotel Meal"
"481772","Free Hotel Meal"
"628023","Exclusive Discounts"
"582995","Exclusive Discounts"
"523866","Exclusive Discounts"
"510093","Free Hotel Meal"
"518219","Exclusive Discounts"
"542059","Exclusive Discounts"
"588732","Exclusive Discounts"
"580944","Exclusive Discounts"
"527605","Free Hotel Meal"
"608478","Exclusive Discounts"
"530950","No Cancellation Fees"
"516682","Exclusive Discounts"
"517839","Free Hotel Meal"
"667916","Free Hotel Meal"
"510104","Exclusive Discounts"
"375751","Exclusive Discounts"
"531650","Exclusive Discounts"
"509346","Free Hotel Meal"
"407275","Free Hotel Meal"
"556673","Exclusive Discounts"
"570693","Exclusive Discounts"
"567906","Exclusive Discounts"
"584912","Exclusive Discounts"
"529768","Exclusive Discounts"
"519393","Exclusive Discounts"
"509069","Exclusive Discounts"
"507273","Exclusive Discounts"
"567682","Exclusive Discounts"
"551241","Exclusive Discounts"
"586953","Exclusive Discounts"
"527406","Free Hotel Meal"
"572396","Exclusive Discounts"
"607931","Exclusive Discounts"
"512302","Exclusive Discounts"
"587459","Exclusive Discounts"
"573564","Free Hotel Meal"
"512695","Exclusive Discounts"
"548190","Free Hotel Meal"
"679040","Exclusive Discounts"
"500257","10% discount"
"531073","Exclusive Discounts"
"628694","Free Hotel Meal"
"513381","10% discount"
"425632","Exclusive Discounts"
"654233","Free Hotel Meal"
"654395","Exclusive Discounts"
"264470","Free Hotel Meal"
"514076","10% discount"
"509933","No Cancellation Fees"
"722828","Exclusive Discounts"
"530427","Exclusive Discounts"
"621081","Exclusive Discounts"
"458479","Exclusive Discounts"
"614933","Free Hotel Meal"
"573807","Exclusive Discounts"
"547453","10% discount"
"543165","Exclusive Discounts"
"554155","Exclusive Discounts"
"421515","Exclusive Discounts"
"521033","Free Hotel Meal"
"660110","Exclusive Discounts"
"510328","Free Hotel Meal"
"511860","Exclusive Discounts"
"535942","Exclusive Discounts"
"514210","Exclusive Discounts"
"532748","10% discount"
"433339","Exclusive Discounts"
"608764","Exclusive Discounts"
"476714","Free Hotel Meal"
"531663","Exclusive Discounts"
"471565","Exclusive Discounts"
"523546","Exclusive Discounts"
"588677","Exclusive Discounts"
"530385","Exclusive Discounts"
"563740","Exclusive Discounts"
"528417","Exclusive Discounts"
"435231","Exclusive Discounts"
"539338","Exclusive Discounts"
"518535","Free Hotel Meal"
"603809","Exclusive Discounts"
"447053","Exclusive Discounts"
"477285","Exclusive Discounts"
"631993","Exclusive Discounts"
"620991","Exclusive Discounts"
"532623","Exclusive Discounts"
"649080","Exclusive Discounts"
"555782","Free Hotel Meal"
"479254","Exclusive Discounts"
"536566","Exclusive Discounts"
"489992","Exclusive Discounts"
"587802","Free Hotel Meal"
"521986","Exclusive Discounts"
"602598","Free Hotel Meal"
"554202","Exclusive Discounts"
"518372","Exclusive Discounts"
"512060","Free Hotel Meal"
"601104","Free Hotel Meal"
"542036","Exclusive Discounts"
"601282","Exclusive Discounts"
"538883","Free Hotel Meal"
"591746","10% discount"
"534088","Exclusive Discounts"
"596361","Free Hotel Meal"
"584531","Exclusive Discounts"
"468808","Exclusive Discounts"
"544839","Free Hotel Meal"
"627436","Free Hotel Meal"
"512266","Exclusive Discounts"
"529424","Exclusive Discounts"
"603875","Free Hotel Meal"
"572578","Free Hotel Meal"
"534971","Exclusive Discounts"
"543557","10% discount"
"510899","Exclusive Discounts"
"543928","Free Hotel Meal"
"504936","Free Hotel Meal"
"513495","Exclusive Discounts"
"594737","Exclusive Discounts"
"519059","Exclusive Discounts"
"543927","Free Hotel Meal"
"632749","Exclusive Discounts"
"635949","Free Hotel Meal"
"598069","Exclusive Discounts"
"530625","Free Hotel Meal"
"515835","Exclusive Discounts"
"553664","Exclusive Discounts"
"550973","Exclusive Discounts"
"589405","Free Hotel Meal"
"541438","Exclusive Discounts"
"520762","Free Hotel Meal"
"507376","Exclusive Discounts"
"637633","Exclusive Discounts"
"630267","Free Hotel Meal"
"582482","Exclusive Discounts"
"551847","Free Hotel Meal"
"524805","Exclusive Discounts"
"611087","Exclusive Discounts"
"515004","Exclusive Discounts"
"654913","Free Hotel Meal"
"529023","10% discount"
"561326","Free Hotel Meal"
"593020","Exclusive Discounts"
"509061","Free Hotel Meal"
"596186","Exclusive Discounts"
"526855","Free Hotel Meal"
"639168","Free Hotel Meal"
"616470","Exclusive Discounts"
"543126","10% discount"
"630738","Exclusive Discounts"
"509552","Free Hotel Meal"
"552314","Exclusive Discounts"
"514689","Exclusive Discounts"
"531771","10% discount"
"605878","Free Hotel Meal"
"449326","Free Hotel Meal"
"520821","Free Hotel Meal"
"545758","Exclusive Discounts"
"516296","Free Hotel Meal"
"526445","Exclusive Discounts"
"542767","Free Hotel Meal"
"546972","10% discount"
"521109","Free Hotel Meal"
"485260","Exclusive Discounts"
"524807","10% discount"
"597029","No Cancellation Fees"
"523271","Exclusive Discounts"
"483483","Exclusive Discounts"
"654687","Exclusive Discounts"
"540252","Exclusive Discounts"
"540718","Exclusive Discounts"
"537725","Exclusive Discounts"
"492371","Exclusive Discounts"
"521295","Free Hotel Meal"
"539625","Exclusive Discounts"
"563315","Free Hotel Meal"
"569572","Exclusive Discounts"
"510164","Free Hotel Meal"
"471717","Exclusive Discounts"
"561013","Free Hotel Meal"
"573946","Exclusive Discounts"
"520480","Exclusive Discounts"
"517205","Free Hotel Meal"
"777846","Free Hotel Meal"
"579829","Exclusive Discounts"
"512163","Free Hotel Meal"
"527783","Free Hotel Meal"
"509411","Exclusive Discounts"
"520244","Free Hotel Meal"
"411701","Exclusive Discounts"
"542914","Free Hotel Meal"
"508860","Exclusive Discounts"
"523098","Free Hotel Meal"
"527354","Exclusive Discounts"
"565251","Exclusive Discounts"
"570215","Exclusive Discounts"
"515908","Exclusive Discounts"
"522441","Exclusive Discounts"
"528930","10% discount"
"591155","Exclusive Discounts"
"530374","Free Hotel Meal"
"600561","Exclusive Discounts"
"497829","Exclusive Discounts"
"508144","Free Hotel Meal"
"588893","Exclusive Discounts"
"518334","Exclusive Discounts"
"559194","Free Hotel Meal"
"544747","Free Hotel Meal"
"544391","Exclusive Discounts"
"536058","Exclusive Discounts"
"436894","Free Hotel Meal"
"566702","Exclusive Discounts"
"548990","Free Hotel Meal"
"513259","Free Hotel Meal"
"547761","Free Hotel Meal"
"518348","No Cancellation Fees"
"596220","Exclusive Discounts"
"679047","Exclusive Discounts"
"563165","Free Hotel Meal"
"541224","Exclusive Discounts"
"564792","Exclusive Discounts"
"501764","Exclusive Discounts"
"550871","Exclusive Discounts"
"490576","Exclusive Discounts"
"666174","No Cancellation Fees"
"511977","No Cancellation Fees"
"586192","No Cancellation Fees"
"508912","No Cancellation Fees"
"686509","No Cancellation Fees"
"521331","No Cancellation Fees"
"566953","1-Night Free Hotel with Flight"
"557834","No Cancellation Fees"
"662596","1-Night Free Hotel with Flight"
"586312","Exclusive Discounts"
"533411","Exclusive Discounts"
"516972","Exclusive Discounts"
"515060","Free Hotel Meal"
"476124","Free Hotel Meal"
"520619","Exclusive Discounts"
"573698","No Cancellation Fees"
"574489","Exclusive Discounts"
"656708","Exclusive Discounts"
"581412","Exclusive Discounts"
"548120","Exclusive Discounts"
"566650","Exclusive Discounts"
"554284","Exclusive Discounts"
"629647","Exclusive Discounts"
"570144","Free Hotel Meal"
"475060","Free Hotel Meal"
"575253","Exclusive Discounts"
"529940","Exclusive Discounts"
"585187","Exclusive Discounts"
"508848","Free Hotel Meal"
"463783","No Cancellation Fees"
"566275","10% discount"
"529050","Free Hotel Meal"
"552732","Exclusive Discounts"
"542095","No Cancellation Fees"
"574513","Exclusive Discounts"
"584012","Exclusive Discounts"
"586811","Free Hotel Meal"
"520291","Free Hotel Meal"
"490201","Free Hotel Meal"
"517898","No Cancellation Fees"
"576366","Free Hotel Meal"
"527154","10% discount"
"528839","No Cancellation Fees"
"583038","Free Hotel Meal"
"513956","Exclusive Discounts"
"523158","Free Hotel Meal"
"524448","No Cancellation Fees"
"512943","Exclusive Discounts"
"616518","Exclusive Discounts"
"568064","Free Hotel Meal"
"504665","Exclusive Discounts"
"518541","Free Hotel Meal"
"640849","Exclusive Discounts"
"544480","Exclusive Discounts"
"537177","No Cancellation Fees"
"519957","Exclusive Discounts"
"526900","Exclusive Discounts"
"508240","Exclusive Discounts"
"595442","Exclusive Discounts"
"516132","No Cancellation Fees"
"517653","Exclusive Discounts"
"469699","Exclusive Discounts"
"496566","Free Hotel Meal"
"577089","Exclusive Discounts"
"511535","Exclusive Discounts"
"523454","Free Hotel Meal"
"593244","Exclusive Discounts"
"516561","Exclusive Discounts"
"522375","10% discount"
"529214","Exclusive Discounts"
"515645","Exclusive Discounts"
"517548","Free Hotel Meal"
"512463","Free Hotel Meal"
"599335","Free Hotel Meal"
"543306","Exclusive Discounts"
"570746","Exclusive Discounts"
"574440","Exclusive Discounts"
"523913","10% discount"
"570626","Exclusive Discounts"
"558489","Exclusive Discounts"
"504669","Exclusive Discounts"
"570369","Exclusive Discounts"
"669140","10% discount"
"547568","Free Hotel Meal"
"521768","Exclusive Discounts"
"511502","1-Night Free Hotel with Flight"
"519664","Free Hotel Meal"
"589259","Exclusive Discounts"
"565109","Exclusive Discounts"
"523335","Free Hotel Meal"
"628653","Free Hotel Meal"
"508546","Exclusive Discounts"
"521408","Free Hotel Meal"
"528999","Exclusive Discounts"
"571637","Exclusive Discounts"
"510243","Exclusive Discounts"
"588919","Exclusive Discounts"
"592929","Free Hotel Meal"
"614918","10% discount"
"524151","Exclusive Discounts"
"523824","Exclusive Discounts"
"579307","Exclusive Discounts"
"522585","Exclusive Discounts"
"520527","Exclusive Discounts"
"519965","Exclusive Discounts"
"511469","Exclusive Discounts"
"557672","Free Hotel Meal"
"532823","Exclusive Discounts"
"533402","Free Hotel Meal"
"518281","Exclusive Discounts"
"571560","Free Hotel Meal"
"544818","Exclusive Discounts"
"526690","Free Hotel Meal"
"520298","Exclusive Discounts"
"586124","Free Hotel Meal"
"632631","Exclusive Discounts"
"524036","Exclusive Discounts"
"555850","Free Hotel Meal"
"760304","Free Hotel Meal"
"472785","Exclusive Discounts"
"495386","Exclusive Discounts"
"568696","Free Hotel Meal"
"699411","10% discount"
"533742","Exclusive Discounts"
"557033","Free Hotel Meal"
"527995","Exclusive Discounts"
"544002","Exclusive Discounts"
"582343","Exclusive Discounts"
"617458","Exclusive Discounts"
"549714","Exclusive Discounts"
"525555","No Cancellation Fees"
"606862","Exclusive Discounts"
"520097","Free Hotel Meal"
"642578","10% discount"
"508944","Exclusive Discounts"
"533846","Exclusive Discounts"
"534474","Free Hotel Meal"
"526683","Free Hotel Meal"
"463867","Exclusive Discounts"
"489730","Exclusive Discounts"
"555108","Exclusive Discounts"
"527109","Free Hotel Meal"
"531789","Exclusive Discounts"
"560680","No Cancellation Fees"
"633183","Free Hotel Meal"
"523090","Exclusive Discounts"
"515739","Exclusive Discounts"
"518998","Exclusive Discounts"
"625400","Free Hotel Meal"
"616992","1-Night Free Hotel with Flight"
"507505","Free Hotel Meal"
"522898","Free Hotel Meal"
"512587","Exclusive Discounts"
"517467","No Cancellation Fees"
"695307","Exclusive Discounts"
"600304","Exclusive Discounts"
"578488","Exclusive Discounts"
"501735","Exclusive Discounts"
"541972","No Cancellation Fees"
"500078","Free Hotel Meal"
"609800","Exclusive Discounts"
"681581","Free Hotel Meal"
"518495","Free Hotel Meal"
"555083","Free Hotel Meal"
"504473","Exclusive Discounts"
"488974","Exclusive Discounts"
"567172","Free Hotel Meal"
"540455","Free Hotel Meal"
"517715","Free Hotel Meal"
"588386","Free Hotel Meal"
"530383","Exclusive Discounts"
"441200","Exclusive Discounts"
"539460","Exclusive Discounts"
"638576","Exclusive Discounts"
"585832","Exclusive Discounts"
"551116","Free Hotel Meal"
"686920","Free Hotel Meal"
"655300","Exclusive Discounts"
"620394","Exclusive Discounts"
"525323","Free Hotel Meal"
"519905","Exclusive Discounts"
"532312","Exclusive Discounts"
"514206","Exclusive Discounts"
"594824","No Cancellation Fees"
"592132","Exclusive Discounts"
"624593","Free Hotel Meal"
"485785","Exclusive Discounts"
"519554","Free Hotel Meal"
"591599","Exclusive Discounts"
"528379","Exclusive Discounts"
"550572","Exclusive Discounts"
"523686","Exclusive Discounts"
"689624","Free Hotel Meal"
"374331","1-Night Free Hotel with Flight"
"507759","10% discount"
"543716","Free Hotel Meal"
"560897","Exclusive Discounts"
"679831","No Cancellation Fees"
"640649","Free Hotel Meal"
"531971","Exclusive Discounts"
"547325","Exclusive Discounts"
"380874","Exclusive Discounts"
"488865","Free Hotel Meal"
"540260","Exclusive Discounts"
"558394","Free Hotel Meal"
"656346","Free Hotel Meal"
"547483","Exclusive Discounts"
"509160","Exclusive Discounts"
"510805","Free Hotel Meal"
"542277","Exclusive Discounts"
"602433","Exclusive Discounts"
"502626","Exclusive Discounts"
"562886","10% discount"
"513031","Exclusive Discounts"
"538788","Exclusive Discounts"
"547594","No Cancellation Fees"
"577539","Exclusive Discounts"
"528522","Free Hotel Meal"
"359653","Exclusive Discounts"
"542451","Exclusive Discounts"
"612128","Exclusive Discounts"
"512791","Exclusive Discounts"
"560035","Free Hotel Meal"
"714504","Exclusive Discounts"
"605494","Exclusive Discounts"
"574909","Exclusive Discounts"
"566726","Exclusive Discounts"
"540306","Exclusive Discounts"
"606060","Free Hotel Meal"
"571429","Exclusive Discounts"
"498857","Free Hotel Meal"
"558204","Exclusive Discounts"
"608521","Exclusive Discounts"
